Grupo,Hora,"ID do Sensor","Temperatura (°C)","Umidade (%)","Pressão (hPa)","Altitude (m)",eCO2,eTVOC
2,12:11:03,0106,000024.309,000041.740,00000996.0,000149.535,00000,00000
2,12:11:37,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:11:41,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:20:10,0105,000024.549,000031.711,00000995.0,000158.269,04666,00657
2,12:20:12,0106,000024.329,000041.742,00000996.0,000149.535,00000,00000
2,12:20:43,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:20:47,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:29:29,0105,000024.799,000031.354,00000995.0,000158.269,04859,00679
2,12:29:32,0106,000024.360,000041.688,00000996.0,000149.535,00000,00000
2,12:30:07,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:30:11,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:38:18,0105,000024.899,0000031.75,00000995.0,000158.269,04439,00615
2,12:38:20,0106,000024.340,000041.628,00000996.0,000149.535,00000,00000
2,12:38:51,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:38:54,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:47:20,0105,0000025.30,000030.784,00000995.0,000158.269,04483,00622
2,12:47:23,0106,000024.370,000041.348,00000996.0,000149.535,00000,00000
2,12:47:58,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:48:01,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:56:47,0105,000024.819,000030.820,00000995.0,000158.269,04278,00590
2,12:56:50,0106,000024.430,0000041.46,00000996.0,000149.535,00000,00000
2,12:57:26,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,12:57:30,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:06:00,0105,000024.829,000030.769,00000995.0,000158.269,04202,00579
2,13:06:04,0106,000024.409,000040.817,00000996.0,000149.535,00000,00000
2,13:06:39,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:06:43,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:15:39,0105,0000025.59,000030.524,00000995.0,000158.269,04166,00573
2,13:15:42,0106,000024.510,000040.792,00000996.0,000149.535,00000,00000
2,13:16:17,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:16:21,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:25:19,0105,000024.969,000030.518,00000995.0,000158.269,04068,00558
2,13:25:22,0106,000024.469,000040.664,00000996.0,000149.535,00000,00000
2,13:25:56,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:25:59,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:34:58,0105,000025.139,000030.266,00000995.0,000158.269,04026,00552
2,13:35:01,0106,000024.489,000040.631,00000996.0,000149.535,00000,00000
2,13:35:32,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:35:36,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:44:39,0105,000024.879,000030.499,00000995.0,000158.269,03930,00537
2,13:44:43,0106,000024.579,000040.366,00000996.0,000149.535,00000,00000
2,13:45:19,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:45:23,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:54:21,0105,000024.969,000029.944,00000995.0,000158.269,03828,00522
2,13:54:24,0106,000024.489,000040.143,00000996.0,000149.535,00000,00000
2,13:55:00,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,13:55:03,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:03:49,0105,000024.850,000030.134,00000995.0,000158.269,03666,00497
2,14:03:53,0106,000024.469,000040.152,00000997.0,000140.810,00000,00000
2,14:04:26,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:04:30,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:13:02,0105,0000025.40,000030.197,00000995.0,000158.269,03744,00509
2,14:13:05,0106,000024.520,000040.361,00000997.0,000140.810,00000,00000
2,14:13:39,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:13:42,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:22:44,0105,0000025.69,000030.325,00000995.0,000158.269,04114,00565
2,14:22:47,0106,000024.489,000040.575,00000997.0,000140.810,00000,00000
2,14:23:24,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:23:28,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:32:40,0105,000025.180,000030.294,00000995.0,000158.269,04556,00641
2,14:32:44,0106,000024.520,000040.781,00000997.0,000140.810,00000,00000
2,14:33:20,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:33:24,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:42:34,0105,000024.979,000030.730,00000995.0,000158.269,04940,00691
2,14:42:37,0106,000024.520,000040.928,00000996.0,000149.535,00000,00000
2,14:43:12,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:43:15,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:52:21,0105,000025.190,000030.557,00000995.0,000158.269,05297,00746
2,14:52:25,0106,000024.489,000041.166,00000997.0,000140.810,00000,00000
2,14:53:02,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,14:53:06,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,15:02:35,0105,000025.149,000030.642,00000995.0,000158.269,05652,00800
2,15:02:39,0106,000024.530,000041.146,00000996.0,000149.535,00000,00000
2,15:03:16,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,15:03:19,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,15:12:07,0105,0000025.59,000030.885,00000995.0,000158.269,05712,00809
2,15:12:10,0106,000024.639,0000041.53,00000997.0,000140.810,00000,00000
2,15:12:44,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,15:12:47,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,15:21:49,0105,000025.290,000030.589,00000995.0,000158.269,05912,00839
2,15:21:53,0106,000024.549,000041.319,00000997.0,000140.810,00000,00000
2,15:22:30,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,15:22:34,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,15:32:04,0105,0000025.59,0000031.10,00000995.0,000158.269,05986,00850
2,15:32:07,0106,000024.569,000041.388,00000997.0,000140.810,00000,00000
2,15:32:44,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,15:32:47,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,15:42:17,0105,000024.969,000031.241,00000995.0,000158.269,06117,00870
2,15:42:21,0106,000024.629,000041.349,00000997.0,000140.810,00000,00000
2,15:42:55,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,15:42:59,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,15:52:31,0105,0000025.69,000031.149,00000995.0,000158.269,06261,00892
2,15:52:34,0106,000024.530,000041.646,00000997.0,000140.810,00000,00000
2,15:53:12,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,15:53:16,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,16:02:43,0105,000025.190,0000031.32,00000995.0,000158.269,06338,00904
2,16:02:47,0106,000024.510,000041.781,00000997.0,000140.810,00000,00000
2,16:03:24,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,16:03:28,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,16:12:40,0105,000025.299,000030.915,00000995.0,000158.269,06473,00925
2,16:12:43,0106,000024.549,000041.750,00000997.0,000140.810,00000,00000
2,16:13:19,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,16:13:23,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,16:22:09,0105,000025.409,000030.796,00000995.0,000158.269,06399,00913
2,16:22:12,0106,000024.549,000041.807,00000997.0,000140.810,00000,00000
2,16:22:48,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,16:22:52,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,16:32:11,0105,000025.379,000030.795,00000995.0,000158.269,06473,00925
2,16:32:14,0106,000024.549,000041.841,00000997.0,000140.810,00000,00000
2,16:32:52,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,16:32:56,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,16:42:20,0105,000025.270,0000031.50,00000995.0,000158.269,06543,00935
2,16:42:23,0106,000024.590,000041.890,00000997.0,000140.810,00000,00000
2,16:42:59,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,16:43:03,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,16:52:38,0105,000025.280,0000031.87,00000995.0,000158.269,06473,00925
2,16:52:41,0106,000024.629,000041.815,00000997.0,000140.810,00000,00000
2,16:53:19,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,16:53:22,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,17:02:40,0105,000025.290,000031.113,00000995.0,000158.269,06399,00913
2,17:02:44,0106,000024.549,0000042.91,00000997.0,000140.810,00000,00000
2,17:03:19,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,17:03:23,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,17:12:06,0105,000025.290,000031.138,00000995.0,000158.269,06543,00935
2,17:12:10,0106,000024.500,000042.235,00000997.0,000140.810,00000,00000
2,17:12:43,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,17:12:47,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,17:20:47,0105,000025.340,0000031.54,00000996.0,000149.535,06399,00913
2,17:20:49,0106,000024.590,000041.994,00000997.0,000140.810,00000,00000
2,17:21:24,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,17:21:28,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,17:30:19,0105,000025.389,000030.933,00000995.0,000158.269,06338,00904
2,17:30:21,0106,000024.579,000041.981,00000997.0,000140.810,00000,00000
2,17:30:57,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,17:31:01,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,17:39:58,0105,000025.309,000030.927,00000996.0,000149.535,05986,00850
2,17:40:01,0106,000024.540,000041.863,00000997.0,000140.810,00000,00000
2,17:40:38,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,17:40:42,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,17:50:00,0105,000025.350,000030.768,00000996.0,000149.535,05712,00809
2,17:50:03,0106,000024.600,000041.551,00000997.0,000140.810,00000,00000
2,17:50:40,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,17:50:44,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,17:59:24,0105,000025.250,000030.899,00000995.0,000158.269,05531,00781
2,17:59:28,0106,000024.600,000041.596,00000997.0,000140.810,00000,00000
2,17:59:59,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,18:00:03,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,18:07:11,0105,000025.260,000030.962,00000996.0,000149.535,05358,00755
2,18:07:14,0106,000024.709,000041.447,00000997.0,000140.810,00000,00000
2,18:07:48,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,18:07:51,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,18:17:06,0105,000025.459,000030.687,00000996.0,000149.535,05358,00755
2,18:17:09,0106,000024.709,000041.435,00000997.0,000140.810,00000,00000
2,18:17:46,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,18:17:50,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,18:26:44,0105,000025.340,000030.879,00000995.0,000158.269,05297,00746
2,18:26:47,0106,000024.649,000041.658,00000997.0,000140.810,00000,00000
2,18:27:12,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,18:27:15,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,18:35:24,0105,000025.440,000030.824,00000996.0,000149.535,05297,00746
2,18:35:27,0106,000024.590,000041.822,00000997.0,000140.810,00000,00000
2,18:35:59,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,18:36:03,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,18:45:12,0105,000025.139,000031.228,00000996.0,000149.535,05358,00755
2,18:45:15,0106,000024.510,0000042.20,00000997.0,000140.810,00000,00000
2,18:45:52,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,18:45:56,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,18:55:11,0105,000025.459,000030.812,00000996.0,000149.535,05471,00772
2,18:55:14,0106,000024.639,000041.770,00000997.0,000140.810,00000,00000
2,18:55:52,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,18:55:56,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,19:05:11,0105,000025.479,000030.815,00000996.0,000149.535,05471,00772
2,19:05:13,0106,000024.579,000041.993,00000997.0,000140.810,00000,00000
2,19:05:44,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,19:05:48,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,19:14:13,0105,000025.159,000031.341,00000996.0,000149.535,05652,00800
2,19:14:16,0106,000024.479,000042.255,00000997.0,000140.810,00000,00000
2,19:14:53,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,19:14:56,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,19:23:42,0105,000025.190,000031.306,00000996.0,000149.535,05531,00781
2,19:23:45,0106,000024.579,000041.970,00000997.0,000140.810,00000,00000
2,19:24:20,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,19:24:24,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,19:33:27,0105,000025.170,000031.318,00000996.0,000149.535,05297,00746
2,19:33:30,0106,000024.639,000041.918,00000997.0,000140.810,00000,00000
2,19:34:03,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,19:34:07,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,19:42:24,0105,000025.440,000030.961,00000996.0,000149.535,05471,00772
2,19:42:27,0106,000024.840,000041.403,00000997.0,000140.810,00000,00000
2,19:42:58,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,19:42:59,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,19:52:12,0105,000025.350,000031.143,00000996.0,000149.535,05652,00800
2,19:52:15,0106,000024.840,000041.583,00000998.0,0000132.93,00000,00000
2,19:52:51,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,19:52:55,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,20:02:15,0105,000025.379,000031.269,00000996.0,000149.535,05849,00830
2,20:02:17,0106,000024.750,0000042.76,00000998.0,0000132.93,00000,00000
2,20:02:54,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,20:02:57,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,20:12:13,0105,000025.309,000031.652,00000996.0,000149.535,04940,00691
2,20:12:17,0106,000024.819,000042.287,00000998.0,0000132.93,00000,00000
2,20:12:53,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,20:12:57,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,20:22:24,0105,000025.579,000031.683,00000996.0,000149.535,04556,00633
2,20:22:27,0106,000024.870,000042.781,00000998.0,0000132.93,00000,00000
2,20:23:03,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,20:23:07,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,20:32:35,0105,000025.700,000031.929,00000996.0,000149.535,04845,00677
2,20:32:38,0106,0000025.30,000043.115,00000997.0,000140.810,00000,00000
2,20:33:16,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,20:33:20,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,20:42:49,0105,0000026.40,000031.453,00000996.0,000149.535,05252,00746
2,20:42:52,0106,000025.120,000042.953,00000998.0,0000132.93,00000,00000
2,20:43:28,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,20:43:32,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,20:52:36,0105,000025.940,000031.984,00000996.0,000149.535,05849,00830
2,20:52:38,0106,000025.180,000043.344,00000998.0,0000132.93,00000,00000
2,20:53:11,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,20:53:15,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,21:01:46,0105,000025.600,000032.572,00000996.0,000149.535,06261,00892
2,21:01:49,0106,0000025.69,000043.698,00000998.0,0000132.93,00000,00000
2,21:02:24,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,21:02:27,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,21:10:39,0105,0000026.69,000031.917,00000996.0,000149.535,06543,00935
2,21:10:42,0106,000025.270,000043.240,00000998.0,0000132.93,00000,00000
2,21:11:16,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,21:11:20,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,21:19:45,0105,000025.760,000032.271,00000996.0,000149.535,06635,00949
2,21:19:49,0106,000025.389,000042.773,00000998.0,0000132.93,00000,00000
2,21:20:26,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,21:20:29,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,21:28:51,0105,000025.780,000032.172,00000996.0,000149.535,05986,00850
2,21:28:54,0106,000025.270,000042.933,00000998.0,0000132.93,00000,00000
2,21:29:20,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,21:29:24,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,21:36:29,0105,000025.620,000032.298,00000996.0,000149.535,04940,00691
2,21:36:32,0106,000025.120,000043.111,00000998.0,0000132.93,00000,00000
2,21:37:05,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,21:37:07,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,21:45:20,0105,000025.500,000032.377,00000996.0,000149.535,04793,00669
2,21:45:23,0106,0000025.49,0000043.93,00000998.0,0000132.93,00000,00000
2,21:46:00,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,21:46:03,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,21:52:09,0105,000025.459,000032.113,00000996.0,000149.535,04706,00655
2,21:52:10,0106,000024.860,000043.155,00000998.0,0000132.93,00000,00000
2,21:52:28,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,21:52:30,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,21:58:35,0105,000025.280,000031.925,00000996.0,000149.535,04352,00602
2,21:58:38,0106,000024.610,0000043.18,00000998.0,0000132.93,00000,00000
2,21:59:06,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,21:59:07,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,22:07:04,0105,0000025.59,000031.910,00000996.0,000149.535,03883,00530
2,22:07:07,0106,000024.329,000043.171,00000998.0,0000132.93,00000,00000
2,22:07:45,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,22:07:48,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,22:14:21,0105,000024.950,000031.814,00000996.0,000149.535,03684,00500
2,22:14:23,0106,000024.180,000043.135,00000998.0,0000132.93,00000,00000
2,22:14:55,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,22:14:59,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,22:22:31,0105,000024.840,000031.782,00000997.0,000140.810,03713,00504
2,22:22:33,0106,000024.360,000042.470,00000998.0,0000132.93,00000,00000
2,22:23:04,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,22:23:08,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,22:29:31,0105,000024.870,000031.771,00000997.0,000140.810,03926,00537
2,22:29:34,0106,000024.440,000042.206,00000998.0,0000132.93,00000,00000
2,22:29:57,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,22:30:00,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,22:36:18,0105,000024.829,000031.668,00000997.0,000140.810,04114,00565
2,22:36:20,0106,000024.479,000041.926,00000998.0,0000132.93,00000,00000
2,22:36:52,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,22:36:55,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,22:44:30,0105,000024.799,000031.678,00000997.0,000140.810,04198,00578
2,22:44:32,0106,000024.149,000042.587,00000998.0,0000132.93,00000,00000
2,22:45:02,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,22:45:06,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,22:52:42,0105,000024.709,000031.784,00000997.0,000140.810,03883,00530
2,22:52:44,0106,000024.239,000042.357,00000998.0,0000132.93,00000,00000
2,22:53:18,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,22:53:21,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,23:01:28,0105,000024.799,000031.654,00000997.0,000140.810,03883,00530
2,23:01:31,0106,000024.309,000042.137,00000998.0,0000132.93,00000,00000
2,23:02:01,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,23:02:05,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,23:10:17,0105,000024.649,000031.831,00000997.0,000140.810,03991,00547
2,23:10:20,0106,000024.319,000042.217,00000998.0,0000132.93,00000,00000
2,23:10:53,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,23:10:56,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,23:19:44,0105,000024.629,000031.842,00000997.0,000140.810,04056,00556
2,23:19:48,0106,000024.329,0000042.47,00000999.0,000123.381,00000,00000
2,23:20:24,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,23:20:28,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,23:29:06,0105,000024.649,000031.793,00000997.0,000140.810,04056,00556
2,23:29:09,0106,000023.969,000042.854,00000999.0,000123.381,00000,00000
2,23:29:41,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,23:29:44,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,23:38:39,0105,000024.520,000031.734,00000998.0,0000132.93,03635,00492
2,23:38:42,0106,000023.979,000042.493,00000999.0,000123.381,00000,00000
2,23:39:20,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,23:39:24,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
2,23:48:48,0105,000024.469,000031.668,00000998.0,0000132.93,03545,00479
2,23:48:51,0106,000024.170,000041.908,00000999.0,000123.381,00000,00000
2,23:49:29,0110,0000000000,0000000000,0000000000,0000000000,00000,00000
2,23:49:33,0111,0000000000,0000000000,0000000000,0000000000,00000,00000
